Near_Miss_ID,Date,Refinery_Unit,Equipment_ID,Work_Type,Department,Near_Miss_Description,PPE_NonCompliance,Supervisor_Negligence,Maintenance_Delay_or_Issue,Repeated_Issue_Ignored,Previous_Similar_Reports,Immediate_Cause,Potential_Consequence,Risk_Level,Corrective_Action,Action_Status,High_Potential_Near_Miss,source_sheet
12_H-075,2026-07-14,Maintenance Area,CDU-LINE-14,Preventive Maintenance,Contractor,Worker entered noisy compressor area without hearing protection | Maintenance continued without confirmed isolation | Gas detector gave intermittent readings and maintenance ticket remained open | Bearing temperature had repeatedly been reported as abnormal,True,True,True,True,1,Unsafe act,Explosion with multiple potential fatalities,Critical,Stop work and enforce PPE,Closed,1,12_High_Potential
12_H-076,2026-08-30,CDU,CDU-LINE-14,Work at Height,Contractor,Contractor used damaged safety shoes | Work continued after permit expiry | Gas detector gave intermittent readings and maintenance ticket remained open | Pipeline corrosion had appeared in two previous inspections,True,True,True,True,3,Equipment degradation,Major hydrocarbon release followed by flash fire,High,Review permit and JSA,Overdue,1,12_High_Potential
12_H-077,2024-11-24,CDU,CDU-LINE-14,Confined Space,Electrical Maintenance,Worker worked at height without connecting safety harness | Minor leakage was observed but work was allowed to continue | Repeated mechanical seal leakage was deferred to shutdown | Pipeline corrosion had appeared in two previous inspections,True,True,True,True,0,Inadequate supervision,Explosion with multiple potential fatalities,Critical,Review permit and JSA,Closed,1,12_High_Potential
12_H-078,2026-02-14,Sulfur Recovery Unit,C-204,Breakdown Maintenance,Operations,Worker worked at height without connecting safety harness | Supervisor observed missing PPE but allowed work to continue | Corrosion on process pipeline was identified but repair was deferred | Emergency shower low pressure had been reported repeatedly,True,True,True,True,4,Inadequate supervision,Multiple casualties and major fire,Critical,Complete overdue inspection,Overdue,1,12_High_Potential
12_H-079,2025-03-25,Hydrogen Unit,E-207,Breakdown Maintenance,Operations,Worker worked at height without connecting safety harness | Confined-space work continued without continuous attendant supervision | Pressure safety valve inspection was overdue | Valve leakage had repeatedly been treated only with temporary packing adjustment,True,True,True,True,0,Procedure not followed,Multiple casualties and major fire,High,Stop work and enforce PPE,In Progress,1,12_High_Potential
12_H-080,2024-01-07,Hydrotreating Unit,P-204,Preventive Maintenance,Instrumentation,Worker entered process area without safety helmet | Lifting operation continued despite unsafe weather conditions | Corrosion on process pipeline was identified but repair was deferred | Pipeline corrosion had appeared in two previous inspections,True,True,True,True,4,Deferred maintenance,Toxic gas release affecting multiple workers,High,Review permit and JSA,Closed,1,12_High_Potential
12_H-081,2024-03-29,Sulfur Recovery Unit,C-204,Material Handling,Contractor,Welder worked without fire-resistant clothing | Hot work continued before required gas test was completed | Cooling-water restriction remained unresolved | Compressor abnormal vibration had been reported three times,True,True,True,True,1,Equipment degradation,Major equipment rupture with fire escalation,High,Escalate recurring issue to HSE and management,Open,1,12_High_Potential
12_H-082,2025-12-24,Hydrogen Unit,P-305,Confined Space,Mechanical Maintenance,Worker entered process area without safety helmet | Repeated contractor PPE violations were not escalated | Pump abnormal vibration inspection was postponed | Bearing temperature had repeatedly been reported as abnormal,True,True,True,True,2,Equipment degradation,Multiple casualties and major fire,High,Repair/replace defective equipment,Closed,1,12_High_Potential
12_H-083,2025-04-26,Utilities,P-204,Material Handling,HSE,Worker selected unsuitable respiratory protection for task | Maintenance continued without confirmed isolation | Emergency shutdown button was defective and replacement was delayed | Pipeline corrosion had appeared in two previous inspections,True,True,True,True,1,Procedure not followed,Multiple casualties and major fire,High,Repair/replace defective equipment,In Progress,1,12_High_Potential
12_H-084,2024-02-09,Hydrogen Unit,C-204,Material Handling,Instrumentation,Welder worked without fire-resistant clothing | Abnormal equipment vibration was reported but operation continued | Gas detector gave intermittent readings and maintenance ticket remained open | Valve leakage had repeatedly been treated only with temporary packing adjustment,True,True,True,True,1,Corrective action not closed,Explosion with multiple potential fatalities,High,Implement permanent corrective action,Overdue,1,12_High_Potential
12_H-085,2025-09-04,Sulfur Recovery Unit,C-102,Confined Space,Operations,Worker removed gloves during maintenance and continued work | Work continued after permit expiry | Pressure safety valve inspection was overdue | Compressor abnormal vibration had been reported three times,True,True,True,True,1,Unsafe condition,Toxic gas release affecting multiple workers,Critical,Review permit and JSA,Closed,1,12_High_Potential
12_H-086,2025-11-07,Hydrotreating Unit,E-207,Inspection,Instrumentation,Worker entered noisy compressor area without hearing protection | Repeated contractor PPE violations were not escalated | Pressure gauge malfunction remained awaiting replacement | Oil accumulation near pump had generated repeated housekeeping complaints,True,True,True,True,3,Unsafe act,Explosion with multiple potential fatalities,High,Escalate recurring issue to HSE and management,Closed,1,12_High_Potential
12_H-087,2024-09-24,Hydrogen Unit,V-110,Routine Operation,Electrical Maintenance,Contractor used damaged safety shoes | Repeated contractor PPE violations were not escalated | Emergency shutdown button was defective and replacement was delayed | Emergency shower low pressure had been reported repeatedly,True,True,True,True,3,Deferred maintenance,Toxic gas release affecting multiple workers,Critical,Review permit and JSA,In Progress,1,12_High_Potential
12_H-088,2025-08-09,Utilities,P-204,Work at Height,Electrical Maintenance,Worker removed gloves during maintenance and continued work | Welding continued near hydrocarbon equipment without adequate controls | Pump abnormal vibration inspection was postponed | Valve leakage had repeatedly been treated only with temporary packing adjustment,True,True,True,True,4,Corrective action not closed,Multiple casualties and major fire,High,Increase supervisory monitoring,Open,1,12_High_Potential
12_H-089,2025-11-01,Hydrotreating Unit,PSV-114,Breakdown Maintenance,Electrical Maintenance,Worker removed gloves during maintenance and continued work | Welding continued near hydrocarbon equipment without adequate controls | Cooling-water restriction remained unresolved | Bearing temperature had repeatedly been reported as abnormal,True,True,True,True,1,Inadequate supervision,Major hydrocarbon release followed by flash fire,Critical,Review permit and JSA,In Progress,1,12_High_Potential
12_H-090,2025-07-20,Hydrotreating Unit,C-204,Routine Operation,Mechanical Maintenance,Worker entered process area without safety helmet | Supervisor observed missing PPE but allowed work to continue | Hydrocarbon leakage from process pipeline flange remained pending for repair | Bearing temperature had repeatedly been reported as abnormal,True,True,True,True,0,Equipment degradation,Major hydrocarbon release followed by flash fire,High,Increase supervisory monitoring,In Progress,1,12_High_Potential
12_H-091,2024-02-04,Utilities,P-101,Routine Operation,Contractor,Technician performed grinding without face shield | Repeated contractor PPE violations were not escalated | Gas detector gave intermittent readings and maintenance ticket remained open | Gas detector abnormal readings had generated repeated reports,True,True,True,True,2,Corrective action not closed,Major equipment rupture with fire escalation,High,Escalate recurring issue to HSE and management,In Progress,1,12_High_Potential
12_H-092,2024-04-07,Hydrogen Unit,P-204,Hot Work,Contractor,Maintenance worker handled chemical line without chemical-resistant gloves | Abnormal equipment vibration was reported but operation continued | Pressure safety valve inspection was overdue | Loose flange had been reported during two previous rounds,True,True,True,True,3,Procedure not followed,Toxic gas release affecting multiple workers,Critical,Review permit and JSA,Overdue,1,12_High_Potential
12_H-093,2024-10-25,CDU,E-101,Confined Space,Electrical Maintenance,Technician performed grinding without face shield | Welding continued near hydrocarbon equipment without adequate controls | Gas detector gave intermittent readings and maintenance ticket remained open | Bearing temperature had repeatedly been reported as abnormal,True,True,True,True,2,Corrective action not closed,Toxic gas release affecting multiple workers,High,Escalate recurring issue to HSE and management,Open,1,12_High_Potential
12_H-094,2025-04-08,Sulfur Recovery Unit,P-305,Preventive Maintenance,Operations,Worker bypassed mandatory PPE because task was considered short | Supervisor observed missing PPE but allowed work to continue | Gas detector gave intermittent readings and maintenance ticket remained open | Poor lighting had been reported repeatedly,True,True,True,True,3,Procedure not followed,Explosion with multiple potential fatalities,High,Repair/replace defective equipment,In Progress,1,12_High_Potential
